topic,label,size,share_%,coherence_cv,keywords
0,god · important · time,4169,98.14,0.2246,"god, important, time, follow, thank, https, left, picture, force, ww"
1,wwg1wga wwg1wga · wwg1wga · wrwy,79,1.86,0.4229,"wwg1wga wwg1wga, wwg1wga, wrwy, wwg1wga god, visible, enjoyed, wwg1wga thank, answered, ben, moment time"
