topic,label,size,share_%,coherence_cv,keywords
0,god · coincidence · state,4169,98.14,0.4459,"god, coincidence, state, people, dc, thank, week, ready, known, domestic"
1,wwg1wga wwg1wga · wwg1wga · people wwg1wga,79,1.86,0.511,"wwg1wga wwg1wga, wwg1wga, people wwg1wga, enjoyed, week coincidence, ghwb, demonstrate resolve, maryland, ben, shares"
